id,Grid cell,green_area_m2,city_level,neighborhood_level,trail,camera_surveillance,commercial_poi,public_poi,recreation_poi,housing_Owner,housing_Renter,housing_buld_age_1945 and before,housing_buld_age_1946-1990,housing_buld_age_1991 and after,housing_small_apartment,housing_large_apartment,housing_standalone_house,housing_auxiliary_house,housing_others,isco_High,isco_Medium,isco_Low,ethnical_EST,ethnical_RUS,age_0-9,age_10-19,age_20-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-79,age_80-89,age_90+,revised_landuse_11100,revised_landuse_11210,revised_landuse_11220,revised_landuse_12100,X,Y,landuse_diversity,numbers_against_public_order,numbers_violent_crime,numbers_against_property,Grid cell_count,geometry,crime_incidents
127,500mN6585000E538500,152564.16,0.0,7602.221,2102.254,1.0,1.0,16.0,2.0,3431,835,0.0,4733.0,0.0,0.0,29.0,0.0,0.0,0.0,651,584,1102,2786,1631,477,406,444,884,575,611,488,444,426,69,6157.495,88391.049,93124.253,,538749.5,6585249.5,4,47.0,1.0,589.0,1.0,"POLYGON ((538500 6585000, 538500 6585499, 538999 6585499, 538999 6585000, 538500 6585000))",637.0
128,500mN6585000E539000,139211.978,0.0,6037.06,2472.769,3.0,16.0,12.0,2.0,1851,481,0.0,2647.0,54.0,0.0,22.0,0.0,0.0,3.0,436,330,580,1613,846,238,228,317,468,323,290,307,199,287,44,,156576.971,20506.134,11459.154,539249.5,6585249.5,4,24.0,1.0,64.0,1.0,"POLYGON ((539000 6585000, 539000 6585499, 539499 6585499, 539499 6585000, 539000 6585000))",89.0
129,500mN6585000E539500,154461.704,0.0,5856.053,3942.166,17.0,22.0,12.0,0.0,1927,472,0.0,2688.0,0.0,0.0,20.0,0.0,0.0,3.0,443,349,583,1547,877,273,235,273,469,358,346,245,225,228,36,,101566.963,13622.303,27838.19,539749.5,6585249.5,4,47.0,0.0,302.0,1.0,"POLYGON ((539500 6585000, 539500 6585499, 539999 6585499, 539999 6585000, 539500 6585000))",349.0
130,500mN6585000E540000,134552.555,0.0,5991.806,2602.501,24.0,1.0,10.0,2.0,883,182,0.0,1163.0,0.0,0.0,14.0,1.0,0.0,1.0,194,157,234,677,375,93,119,122,180,165,153,90,135,89,17,17277.505,34023.665,3249.626,76609.844,540249.5,6585249.5,5,18.0,0.0,169.0,1.0,"POLYGON ((540000 6585000, 540000 6585499, 540499 6585499, 540499 6585000, 540000 6585000))",187.0
131,500mN6585000E540500,109035.226,0.0,4722.472,901.915,46.0,4.0,4.0,2.0,46,76,48.0,27.0,58.0,2.0,10.0,9.0,0.0,0.0,14,11,51,94,8,10,14,26,20,17,25,8,7,6,0,16579.745,13406.557,42024.813,143919.195,540749.5,6585249.5,5,7.0,0.0,311.0,1.0,"POLYGON ((540500 6585000, 540500 6585499, 540999 6585499, 540999 6585000, 540500 6585000))",318.0
132,500mN6585000E541000,93676.395,740.163,5915.824,1283.303,50.0,1.0,6.0,0.0,1108,291,109.0,876.0,503.0,1.0,31.0,12.0,0.0,5.0,362,210,258,901,452,211,94,203,382,178,150,115,100,70,8,,54676.052,33250.437,47506.192,541249.5,6585249.5,4,14.0,0.0,54.0,1.0,"POLYGON ((541000 6585000, 541000 6585499, 541499 6585499, 541499 6585000, 541000 6585000))",68.0
133,500mN6585000E541500,102844.133,670.949,5086.91,1332.013,48.0,4.0,12.0,1.0,6,35,0.0,0.0,46.0,0.0,1.0,0.0,0.0,2.0,19,5,8,29,9,6,0,4,13,12,7,0,3,0,0,,,2707.099,88451.712,541749.5,6585249.5,3,4.0,0.0,12.0,1.0,"POLYGON ((541500 6585000, 541500 6585499, 541999 6585499, 541999 6585000, 541500 6585000))",16.0
134,500mN6585000E546000,55361.15,1183.592,4117.814,855.531,0.0,9.0,3.0,0.0,44,8,0.0,30.0,25.0,0.0,4.0,78.0,0.0,8.0,8,4,13,53,3,3,6,4,4,9,10,5,11,3,0,,76698.38,5702.596,92643.837,546249.5,6585249.5,4,0.0,0.0,6.0,2.0,"POLYGON ((546000 6585000, 546000 6585499, 546499 6585499, 546499 6585000, 546000 6585000))",6.0
135,500mN6585500E535500,75898.963,497.17,3666.874,1910.502,0.0,1.0,0.0,3.0,1258,201,0.0,991.0,596.0,0.0,12.0,0.0,0.0,3.0,226,202,434,699,731,205,143,162,295,196,181,246,104,47,8,24239.221,28173.969,,24631.493,535749.5,6585749.5,4,9.333333333333334,0.0,19.666666666666668,3.0,"POLYGON ((535500 6585500, 535500 6585999, 535999 6585999, 535999 6585500, 535500 6585500))",29.0
136,500mN6585500E536000,105524.827,0.0,4313.046,2548.805,0.0,2.0,3.0,1.0,2023,343,0.0,2636.0,0.0,0.0,19.0,0.0,0.0,1.0,315,268,677,934,1357,221,231,233,348,395,318,298,398,173,21,37016.61,60804.396,,57937.471,536249.5,6585749.5,4,36.0,0.0,164.0,1.0,"POLYGON ((536000 6585500, 536000 6585999, 536499 6585999, 536499 6585500, 536000 6585500))",200.0
137,500mN6585500E536500,105839.807,0.0,4189.583,3430.727,0.0,0.0,3.0,1.0,1694,365,0.0,1951.0,336.0,0.0,20.0,0.0,0.0,4.0,327,255,553,1019,1023,262,217,231,396,318,257,190,238,155,23,8779.848,102958.543,,42967.479,536749.5,6585749.5,4,21.0,0.0,40.0,1.0,"POLYGON ((536500 6585500, 536500 6585999, 536999 6585999, 536999 6585500, 536500 6585500))",61.0
138,500mN6585500E537000,30043.361,0.0,2368.33,400.642,0.0,3.0,3.0,0.0,561,88,0.0,0.0,610.0,0.0,9.0,1.0,0.0,5.0,160,138,123,359,263,115,47,111,258,63,37,25,16,4,0,,45.937,,223444.413,537249.5,6585749.5,3,9.0,0.0,33.0,1.0,"POLYGON ((537000 6585500, 537000 6585999, 537499 6585999, 537499 6585500, 537000 6585500))",42.0
139,500mN6585500E537500,172779.279,90.754,3314.207,3011.214,0.0,0.0,0.0,1.0,765,256,3.0,720.0,300.0,0.0,11.0,2.0,0.0,7.0,209,180,215,615,383,132,89,147,247,161,106,90,73,65,8,,35539.304,2696.132,35760.777,537749.5,6585749.5,4,11.0,0.0,52.0,1.0,"POLYGON ((537500 6585500, 537500 6585999, 537999 6585999, 537999 6585500, 537500 6585500))",63.0
140,500mN6585500E538000,132488.136,0.0,6131.091,2975.177,2.0,8.0,5.0,1.0,2589,1147,0.0,4158.0,0.0,0.0,23.0,0.0,0.0,9.0,569,474,1075,1936,1679,402,353,439,724,546,585,439,321,303,46,5350.9,152852.042,22239.626,23084.924,538249.5,6585749.5,5,37.0,2.0,244.0,1.0,"POLYGON ((538000 6585500, 538000 6585999, 538499 6585999, 538499 6585500, 538000 6585500))",283.0
141,500mN6585500E538500,113802.885,0.0,7051.819,2531.457,2.0,2.0,13.0,2.0,2460,615,3.0,3418.0,0.0,0.0,21.0,13.0,0.0,2.0,522,425,740,2341,795,308,297,401,597,406,423,303,297,326,63,1015.758,98351.423,46184.751,47174.944,538749.5,6585749.5,5,35.0,1.0,113.0,1.0,"POLYGON ((538500 6585500, 538500 6585999, 538999 6585999, 538999 6585500, 538500 6585500))",149.0
142,500mN6585500E539000,129498.439,0.0,5774.772,3114.463,11.0,44.0,22.0,3.0,1954,541,0.0,2529.0,290.0,0.0,21.0,0.0,0.0,6.0,458,359,590,1481,990,291,240,286,485,388,341,289,237,234,28,8509.811,39377.372,57632.53,81396.647,539249.5,6585749.5,5,32.0,0.0,450.0,1.0,"POLYGON ((539000 6585500, 539000 6585999, 539499 6585999, 539499 6585500, 539000 6585500))",482.0
143,500mN6585500E539500,147816.578,0.0,6377.889,3271.595,0.0,3.0,15.0,1.0,3457,746,0.0,3626.0,995.0,0.0,32.0,1.0,0.0,9.0,829,593,887,2716,1389,471,431,473,819,652,578,389,390,375,43,,80643.641,23151.238,68849.714,539749.5,6585749.5,4,57.0,1.0,311.0,1.0,"POLYGON ((539500 6585500, 539500 6585999, 539999 6585999, 539999 6585500, 539500 6585500))",369.0
144,500mN6585500E540000,86544.394,0.0,5468.59,2052.839,0.0,1.0,5.0,1.0,2216,537,3.0,2987.0,87.0,1.0,34.0,56.0,0.0,1.0,536,418,562,2094,719,324,274,294,491,407,356,336,315,245,35,24614.005,126871.013,38844.072,25527.559,540249.5,6585749.5,5,26.0,0.0,216.0,1.0,"POLYGON ((540000 6585500, 540000 6585999, 540499 6585999, 540499 6585500, 540000 6585500))",242.0
145,500mN6585500E540500,31013.843,0.0,3661.183,165.342,1.0,1.0,1.0,1.0,605,77,10.0,651.0,205.0,2.0,19.0,128.0,0.0,0.0,194,110,150,725,105,94,106,75,118,134,128,94,67,44,8,,76013.402,106950.689,19049.011,540749.5,6585749.5,4,3.0,0.0,11.0,1.0,"POLYGON ((540500 6585500, 540500 6585999, 540999 6585999, 540999 6585500, 540500 6585500))",14.0
146,500mN6585500E541000,75088.674,0.0,5237.941,402.533,18.0,0.0,4.0,0.0,771,248,172.0,710.0,233.0,0.0,39.0,20.0,0.0,20.0,263,149,219,776,211,126,86,161,243,151,111,104,96,36,0,,22262.037,96389.169,62666.697,541249.5,6585749.5,4,13.0,0.0,37.0,1.0,"POLYGON ((541000 6585500, 541000 6585999, 541499 6585999, 541499 6585500, 541000 6585500))",50.0
147,500mN6585500E541500,3871.061,964.291,2291.995,251.677,69.0,10.0,11.0,0.0,21,37,0.0,34.0,0.0,0.0,2.0,0.0,0.0,4.0,10,20,5,35,0,6,3,14,14,10,10,6,3,0,0,,,7446.526,217562.388,541749.5,6585749.5,3,10.0,0.0,59.0,1.0,"POLYGON ((541500 6585500, 541500 6585999, 541999 6585999, 541999 6585500, 541500 6585500))",69.0
148,500mN6585500E542000,80799.961,624.083,2763.663,312.912,2.0,0.0,2.0,0.0,72,3,6.0,36.0,56.0,1.0,3.0,32.0,0.0,2.0,20,12,22,93,3,9,17,6,17,16,7,13,8,5,0,,,75822.485,45373.401,542249.5,6585749.5,3,1.0,0.0,3.0,1.0,"POLYGON ((542000 6585500, 542000 6585999, 542499 6585999, 542499 6585500, 542000 6585500))",4.0
149,500mN6585500E545000,111384.068,1518.151,1122.968,206.973,0.0,0.0,0.0,0.0,3,0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,,45413.55,,,545249.5,6585749.5,2,0.5,0.0,0.5,2.0,"POLYGON ((545000 6585500, 545000 6585999, 545499 6585999, 545499 6585500, 545000 6585500))",1.0
150,500mN6585500E545500,100799.527,1251.559,2263.15,344.001,0.0,2.0,0.0,0.0,42,6,3.0,27.0,23.0,0.0,3.0,33.0,0.0,1.0,8,4,13,41,7,3,6,0,8,6,10,14,3,3,0,6769.516,34254.069,41900.699,8842.813,545749.5,6585749.5,5,0.5,0.0,0.5,2.0,"POLYGON ((545500 6585500, 545500 6585999, 545999 6585999, 545999 6585500, 545500 6585500))",1.0
151,500mN6585500E546000,26334.676,82.288,3179.919,488.038,0.0,1.0,0.0,0.0,151,22,3.0,133.0,50.0,0.0,7.0,72.0,0.0,0.0,32,22,35,153,21,18,14,19,29,19,30,28,13,10,5,,117576.701,9609.132,104259.415,546249.5,6585749.5,4,0.0,0.0,6.0,2.0,"POLYGON ((546000 6585500, 546000 6585999, 546499 6585999, 546499 6585500, 546000 6585500))",6.0
152,500mN6586000E536000,128754.696,126.816,5185.882,4251.761,0.0,31.0,6.0,3.0,2914,559,0.0,3864.0,0.0,0.0,41.0,7.0,0.0,6.0,519,426,884,1643,1844,332,395,343,547,581,438,391,505,288,44,30724.171,112656.61,,57019.571,536249.5,6586249.5,4,40.0,0.0,428.0,1.0,"POLYGON ((536000 6586000, 536000 6586499, 536499 6586499, 536499 6586000, 536000 6586000))",468.0
153,500mN6586000E536500,148480.031,0.0,3855.866,6486.824,0.0,9.0,10.0,3.0,3508,740,0.0,4764.0,0.0,0.0,38.0,0.0,0.0,2.0,587,564,1108,1817,2420,470,441,441,733,639,545,479,565,393,58,15476.497,133261.489,14082.406,11143.071,536749.5,6586249.5,5,51.0,0.0,214.0,1.0,"POLYGON ((536500 6586000, 536500 6586499, 536999 6586499, 536999 6586000, 536500 6586000))",265.0
154,500mN6586000E537000,100196.668,0.0,4954.365,3357.194,0.0,18.0,12.0,3.0,1439,378,0.0,1994.0,0.0,0.0,22.0,0.0,0.0,1.0,267,227,480,966,810,172,176,181,273,283,227,204,312,143,23,60375.768,46632.795,,75452.044,537249.5,6586249.5,4,47.0,0.0,262.0,1.0,"POLYGON ((537000 6586000, 537000 6586499, 537499 6586499, 537499 6586000, 537000 6586000))",309.0
155,500mN6586000E537500,47551.934,0.0,5964.727,751.815,2.0,10.0,2.0,0.0,141,29,4.0,3.0,169.0,0.0,1.0,4.0,0.0,0.0,55,20,28,128,38,24,19,20,39,32,19,14,7,0,0,,7677.25,,178861.452,537749.5,6586249.5,3,13.0,1.0,250.0,1.0,"POLYGON ((537500 6586000, 537500 6586499, 537999 6586499, 537999 6586000, 537500 6586000))",264.0
156,500mN6586000E538000,31686.079,0.0,3915.302,680.307,0.0,10.0,4.0,0.0,3,49,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,13,4,5,6,0,3,0,24,9,9,3,4,0,0,0,,,,226092.354,538249.5,6586249.5,2,2.0,0.0,62.0,1.0,"POLYGON ((538000 6586000, 538000 6586499, 538499 6586499, 538499 6586000, 538000 6586000))",64.0
157,500mN6586000E538500,83327.46,0.0,3272.395,1189.681,0.0,11.0,8.0,1.0,773,174,0.0,859.0,130.0,0.0,29.0,0.0,0.0,8.0,190,132,248,581,386,91,109,123,202,150,117,107,89,84,10,8208.283,7152.524,,228170.256,538749.5,6586249.5,4,22.0,0.0,826.0,1.0,"POLYGON ((538500 6586000, 538500 6586499, 538999 6586499, 538999 6586000, 538500 6586000))",848.0
158,500mN6586000E539000,139178.95,0.0,5761.884,1283.831,0.0,2.0,3.0,0.0,2576,611,3.0,3256.0,278.0,0.0,29.0,20.0,0.0,9.0,519,434,806,1928,1261,323,354,379,538,472,453,348,328,314,27,41213.327,33388.073,68483.745,30522.84,539249.5,6586249.5,5,36.0,0.0,95.0,1.0,"POLYGON ((539000 6586000, 539000 6586499, 539499 6586499, 539499 6586000, 539000 6586000))",131.0
159,500mN6586000E539500,57823.861,0.0,3830.552,902.487,3.0,0.0,1.0,1.0,736,130,0.0,646.0,282.0,4.0,16.0,82.0,0.0,1.0,202,122,176,645,224,107,114,104,149,142,130,95,46,35,8,,83553.294,58682.065,45865.315,539749.5,6586249.5,4,23.0,0.0,25.0,1.0,"POLYGON ((539500 6586000, 539500 6586499, 539999 6586499, 539999 6586000, 539500 6586000))",48.0
160,500mN6586000E540000,42881.238,0.0,5100.94,1140.861,36.0,5.0,7.0,0.0,446,72,28.0,209.0,307.0,3.0,7.0,115.0,0.0,3.0,145,82,81,467,49,62,78,57,85,83,74,56,35,15,3,721.715,34087.717,79256.536,77748.65,540249.5,6586249.5,5,6.0,0.0,89.0,1.0,"POLYGON ((540000 6586000, 540000 6586499, 540499 6586499, 540499 6586000, 540000 6586000))",95.0
161,500mN6586000E540500,8296.53,0.0,3539.594,329.3,5.0,0.0,0.0,0.0,620,75,7.0,248.0,500.0,11.0,7.0,155.0,0.0,2.0,226,91,104,652,63,81,114,74,91,139,95,101,46,19,3,,78977.168,148712.612,60.924,540749.5,6586249.5,4,6.0,0.0,14.0,1.0,"POLYGON ((540500 6586000, 540500 6586499, 540999 6586499, 540999 6586000, 540500 6586000))",20.0
162,500mN6586000E541000,3640.63,0.0,3092.54,0.0,11.0,0.0,0.0,0.0,473,71,88.0,226.0,290.0,7.0,18.0,135.0,0.0,3.0,156,74,84,540,46,74,98,49,91,104,73,65,30,27,6,,30546.702,166520.187,6025.007,541249.5,6586249.5,4,3.0,0.0,18.0,1.0,"POLYGON ((541000 6586000, 541000 6586499, 541499 6586499, 541499 6586000, 541000 6586000))",21.0
163,500mN6586000E541500,32979.58,1135.449,2389.284,1169.008,66.0,7.0,7.0,2.0,1078,529,273.0,912.0,585.0,1.0,64.0,16.0,0.0,31.0,443,278,265,1365,216,216,155,246,448,287,149,134,78,47,10,16957.881,48975.299,43986.07,98563.894,541749.5,6586249.5,5,24.0,0.0,64.0,1.0,"POLYGON ((541500 6586000, 541500 6586499, 541999 6586499, 541999 6586000, 541500 6586000))",88.0
164,500mN6586000E542000,14278.337,161.846,2527.806,183.758,46.0,3.0,13.0,0.0,886,268,136.0,520.0,602.0,1.0,34.0,36.0,0.0,13.0,324,207,184,942,195,161,117,171,306,227,115,87,57,41,10,23.422,49952.61,62519.171,104977.255,542249.5,6586249.5,5,23.0,0.0,51.0,1.0,"POLYGON ((542000 6586000, 542000 6586499, 542499 6586499, 542499 6586000, 542000 6586000))",74.0
165,500mN6586000E542500,41993.574,84.748,3441.775,85.967,4.0,1.0,2.0,0.0,181,15,31.0,118.0,55.0,2.0,3.0,66.0,0.0,0.0,42,28,34,201,4,35,27,13,38,28,20,17,18,12,3,,,112006.151,55377.241,542749.5,6586249.5,3,3.0,0.0,2.0,1.0,"POLYGON ((542500 6586000, 542500 6586499, 542999 6586499, 542999 6586000, 542500 6586000))",5.0
166,500mN6586000E545000,39773.099,1791.617,1074.741,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,545249.5,6586249.5,1,,,,,"POLYGON ((545000 6586000, 545000 6586499, 545499 6586499, 545499 6586000, 545000 6586000))",
167,500mN6586000E546500,142860.598,325.078,1523.321,0.0,0.0,0.0,0.0,0.0,0,4,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,,,,,546749.5,6586249.5,1,1.0,0.0,10.0,1.0,"POLYGON ((546500 6586000, 546500 6586499, 546999 6586499, 546999 6586000, 546500 6586000))",11.0
168,500mN6586500E535500,56634.968,323.179,1073.422,1873.596,0.0,0.0,0.0,0.0,81,20,4.0,15.0,90.0,0.0,6.0,14.0,0.0,0.0,21,20,17,71,32,15,7,18,34,11,9,9,0,5,0,,1944.492,,16855.365,535749.5,6586749.5,3,1.0,0.0,5.0,1.0,"POLYGON ((535500 6586500, 535500 6586999, 535999 6586999, 535999 6586500, 535500 6586500))",6.0
169,500mN6586500E536000,109702.37,546.293,5144.67,3294.062,0.0,7.0,7.0,1.0,2969,573,0.0,3688.0,219.0,0.0,39.0,5.0,0.0,3.0,534,447,931,1535,1924,368,384,380,584,572,447,394,498,238,42,40173.208,113660.695,,20852.012,536249.5,6586749.5,4,30.0,0.0,65.0,1.0,"POLYGON ((536000 6586500, 536000 6586999, 536499 6586999, 536499 6586500, 536000 6586500))",95.0
170,500mN6586500E536500,126008.471,0.0,3312.818,5486.204,0.0,0.0,21.0,2.0,1710,353,0.0,2286.0,59.0,0.0,24.0,0.0,0.0,5.0,287,285,530,975,1146,212,223,176,345,324,305,266,263,208,23,19936.752,86305.856,10520.218,41314.238,536749.5,6586749.5,5,23.0,0.0,42.0,1.0,"POLYGON ((536500 6586500, 536500 6586999, 536999 6586999, 536999 6586500, 536500 6586500))",65.0
171,500mN6586500E537000,146518.699,0.0,5270.683,2254.444,0.0,10.0,4.0,1.0,1345,269,0.0,1811.0,0.0,0.0,17.0,1.0,0.0,1.0,234,211,442,721,905,134,147,162,229,271,240,196,234,170,28,14406.683,58093.437,,72729.044,537249.5,6586749.5,4,19.0,0.0,44.0,1.0,"POLYGON ((537000 6586500, 537000 6586999, 537499 6586999, 537499 6586500, 537000 6586500))",63.0
172,500mN6586500E537500,108737.505,1083.516,973.854,1132.814,0.0,2.0,5.0,3.0,3,0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,,,,19445.601,537749.5,6586749.5,2,0.0,0.0,8.0,1.0,"POLYGON ((537500 6586500, 537500 6586999, 537999 6586999, 537999 6586500, 537500 6586500))",8.0
173,500mN6586500E538000,43639.461,466.752,3252.764,1396.822,0.0,0.0,0.0,0.0,17,6,3.0,19.0,3.0,0.0,3.0,3.0,0.0,0.0,4,3,4,21,0,4,0,3,4,0,3,0,3,6,0,,,,159969.235,538249.5,6586749.5,2,4.0,0.0,8.0,1.0,"POLYGON ((538000 6586500, 538000 6586999, 538499 6586999, 538499 6586500, 538000 6586500))",12.0
174,500mN6586500E538500,59043.764,0.0,3112.457,1417.775,0.0,4.0,0.0,0.0,0,13,0.0,13.0,0.0,,,,,,0,0,0,5,6,0,0,0,0,0,0,0,4,3,5,1612.836,,,220913.27,538749.5,6586749.5,3,5.0,0.0,24.0,1.0,"POLYGON ((538500 6586500, 538500 6586999, 538999 6586999, 538999 6586500, 538500 6586500))",29.0
175,500mN6586500E539000,45661.764,0.0,2898.302,1854.936,0.0,5.0,2.0,0.0,111,19,0.0,14.0,118.0,0.0,9.0,3.0,0.0,10.0,44,18,17,84,32,30,9,26,40,14,5,5,3,0,0,2628.263,,,195304.09,539249.5,6586749.5,3,14.0,0.0,140.0,1.0,"POLYGON ((539000 6586500, 539000 6586999, 539499 6586999, 539499 6586500, 539000 6586500))",154.0
176,500mN6586500E539500,65002.17,0.0,4259.284,1234.032,2.0,0.0,1.0,0.0,439,39,11.0,289.0,222.0,24.0,40.0,117.0,0.0,6.0,149,68,72,438,64,54,60,58,75,65,73,69,47,20,0,,159309.524,57.422,21602.567,539749.5,6586749.5,4,3.0,0.0,10.0,1.0,"POLYGON ((539500 6586500, 539500 6586999, 539999 6586999, 539999 6586500, 539500 6586500))",13.0
177,500mN6586500E540000,61174.142,0.0,5165.674,487.368,4.0,7.0,4.0,0.0,791,136,34.0,148.0,796.0,5.0,19.0,91.0,0.0,12.0,284,127,100,794,124,126,132,87,153,182,118,81,60,39,8,10695.078,49233.978,105882.909,39008.601,540249.5,6586749.5,5,8.0,0.0,104.0,1.0,"POLYGON ((540000 6586500, 540000 6586999, 540499 6586999, 540499 6586500, 540000 6586500))",112.0
178,500mN6586500E540500,35308.688,0.0,4822.693,73.995,0.0,7.0,0.0,0.0,1213,184,30.0,953.0,531.0,9.0,21.0,125.0,0.0,11.0,353,206,259,1194,231,173,194,160,257,235,198,158,129,56,5,6837.279,156692.784,23568.724,14383.388,540749.5,6586749.5,5,8.0,0.0,227.0,1.0,"POLYGON ((540500 6586500, 540500 6586999, 540999 6586999, 540999 6586500, 540500 6586500))",235.0
179,500mN6586500E541000,61178.062,0.0,4899.434,315.281,7.0,1.0,6.0,0.0,1697,708,35.0,2143.0,469.0,3.0,50.0,63.0,0.0,11.0,576,379,466,1662,544,263,235,398,515,374,285,241,167,139,30,6138.641,142816.591,61768.564,,541249.5,6586749.5,4,9.0,1.0,69.0,1.0,"POLYGON ((541000 6586500, 541000 6586999, 541499 6586999, 541499 6586500, 541000 6586500))",79.0
180,500mN6586500E541500,46252.375,170.046,3063.474,486.907,23.0,5.0,9.0,1.0,768,268,0.0,589.0,636.0,1.0,33.0,1.0,0.0,10.0,318,153,190,883,223,160,124,125,277,200,116,111,68,39,6,6903.204,86414.652,31426.222,35714.831,541749.5,6586749.5,5,20.0,0.0,180.0,1.0,"POLYGON ((541500 6586500, 541500 6586999, 541999 6586999, 541999 6586500, 541500 6586500))",200.0
181,500mN6586500E542000,15280.319,986.909,3342.519,0.0,42.0,4.0,9.0,1.0,448,372,303.0,311.0,301.0,3.0,67.0,14.0,0.0,10.0,193,148,199,743,109,91,82,163,224,123,123,94,50,25,3,40625.788,65240.991,3723.708,62050.244,542249.5,6586749.5,5,17.0,1.0,43.0,1.0,"POLYGON ((542000 6586500, 542000 6586999, 542499 6586999, 542499 6586500, 542000 6586500))",61.0
182,500mN6586500E542500,20820.069,26.474,3303.8,74.852,67.0,2.0,15.0,0.0,127,17,8.0,99.0,70.0,0.0,1.0,72.0,0.0,2.0,52,15,28,148,18,12,19,22,16,27,27,22,21,9,3,4234.348,29001.965,86329.822,65609.589,542749.5,6586749.5,5,0.0,0.0,11.0,1.0,"POLYGON ((542500 6586500, 542500 6586999, 542999 6586999, 542999 6586500, 542500 6586500))",11.0
183,500mN6586500E543000,91284.502,302.709,4379.363,258.927,29.0,0.0,2.0,0.0,8,6,0.0,9.0,7.0,0.0,1.0,7.0,0.0,0.0,3,3,4,16,0,5,0,0,4,0,3,3,3,0,0,,13064.293,604.943,73461.248,543249.5,6586749.5,4,2.0,0.0,9.0,1.0,"POLYGON ((543000 6586500, 543000 6586999, 543499 6586999, 543499 6586500, 543000 6586500))",11.0
184,500mN6586500E547000,79364.301,353.695,1281.076,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,75126.205,547249.5,6586749.5,2,2.5,0.0,7.5,2.0,"POLYGON ((547000 6586500, 547000 6586999, 547499 6586999, 547499 6586500, 547000 6586500))",10.0
185,500mN6586500E547500,76744.545,543.095,1529.406,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,106301.703,547749.5,6586749.5,2,2.5,0.0,7.5,2.0,"POLYGON ((547500 6586500, 547500 6586999, 547999 6586999, 547999 6586500, 547500 6586500))",10.0
186,500mN6587000E534500,,45.24,88.225,338.783,0.0,0.0,0.0,0.0,8,0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,3,0,0,5,3,0,0,3,0,0,3,3,3,0,0,1474.318,4376.857,,,534749.5,6587249.5,2,0.5,0.0,1.5,2.0,"POLYGON ((534500 6587000, 534500 6587499, 534999 6587499, 534999 6587000, 534500 6587000))",2.0
187,500mN6587000E535000,6850.161,810.33,715.568,1000.737,0.0,0.0,0.0,0.0,15,0,0.0,0.0,13.0,1.0,0.0,7.0,0.0,0.0,4,0,7,11,3,0,3,3,3,0,6,0,0,0,0,3482.693,3510.14,,,535249.5,6587249.5,3,,,,,"POLYGON ((535000 6587000, 535000 6587499, 535499 6587499, 535499 6587000, 535000 6587000))",
188,500mN6587000E535500,76311.118,643.337,1102.936,202.81,0.0,0.0,0.0,0.0,105,37,0.0,0.0,146.0,0.0,8.0,0.0,0.0,0.0,46,26,14,78,56,29,6,23,55,12,4,13,3,3,0,,,,,535749.5,6587249.5,1,,,,,"POLYGON ((535500 6587000, 535500 6587499, 535999 6587499, 535999 6587000, 535500 6587000))",
189,500mN6587000E536000,61539.326,562.286,2148.287,1513.97,0.0,0.0,0.0,1.0,517,149,6.0,664.0,37.0,0.0,11.0,4.0,0.0,1.0,108,85,163,349,285,64,71,61,112,100,62,70,96,65,6,18417.714,13847.321,,62976.416,536249.5,6587249.5,4,5.0,0.0,127.0,1.0,"POLYGON ((536000 6587000, 536000 6587499, 536499 6587499, 536499 6587000, 536000 6587000))",132.0
190,500mN6587000E536500,115146.235,595.464,7195.857,2174.296,0.0,9.0,8.0,0.0,610,163,0.0,800.0,23.0,0.0,11.0,0.0,0.0,7.0,143,103,157,411,333,67,91,91,147,143,76,81,83,63,8,45030.452,24006.112,32612.69,56689.959,536749.5,6587249.5,5,18.0,0.0,403.0,1.0,"POLYGON ((536500 6587000, 536500 6587499, 536999 6587499, 536999 6587000, 536500 6587000))",421.0
191,500mN6587000E537500,162880.957,37.622,2319.026,748.705,0.0,0.0,0.0,5.0,34,13,0.0,33.0,19.0,2.0,0.0,17.0,0.0,0.0,12,8,11,35,4,3,11,6,3,5,7,10,7,3,0,,2014.883,20272.199,7211.078,537749.5,6587249.5,4,0.0,0.0,3.0,1.0,"POLYGON ((537500 6587000, 537500 6587499, 537999 6587499, 537999 6587000, 537500 6587000))",3.0
