id,Grid cell,green_area_m2,city_level,neighborhood_level,trail,camera_surveillance,commercial_poi,public_poi,recreation_poi,housing_Owner,housing_Renter,housing_buld_age_1945 and before,housing_buld_age_1946-1990,housing_buld_age_1991 and after,housing_small_apartment,housing_large_apartment,housing_standalone_house,housing_auxiliary_house,housing_others,isco_High,isco_Medium,isco_Low,ethnical_EST,ethnical_RUS,age_0-9,age_10-19,age_20-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-79,age_80-89,age_90+,revised_landuse_11100,revised_landuse_11210,revised_landuse_11220,revised_landuse_12100,X,Y,landuse_diversity,numbers_against_public_order,numbers_violent_crime,numbers_against_property,Grid cell_count,geometry,crime_incidents
62,500mN6582500E537000,27401.068,252.432,3026.158,624.136,0.0,0.0,0.0,1.0,128,31,45.0,120.0,10.0,4.0,11.0,35.0,0.0,0.0,31,25,27,149,19,21,26,14,23,24,22,22,14,10,3,,88263.9,15685.775,75981.357,537249.5,6582749.5,4,4.0,0.0,39.0,1.0,"POLYGON ((537000 6582500, 537000 6582999, 537499 6582999, 537499 6582500, 537000 6582500))",43.0
63,500mN6582500E537500,94760.328,205.453,4408.127,509.285,4.0,1.0,1.0,0.0,111,15,7.0,69.0,57.0,0.0,7.0,20.0,0.0,4.0,30,24,17,116,16,19,12,21,22,18,17,10,7,5,3,1392.635,16423.082,12375.641,96660.027,537749.5,6582749.5,5,7.0,0.0,127.0,1.0,"POLYGON ((537500 6582500, 537500 6582999, 537999 6582999, 537999 6582500, 537500 6582500))",134.0
64,500mN6582500E538000,18786.625,0.0,4373.841,394.662,0.0,0.0,0.0,0.0,495,75,246.0,367.0,33.0,9.0,43.0,117.0,0.0,0.0,138,93,83,620,6,64,96,59,74,112,78,69,43,42,9,,122638.271,92024.071,816.561,538249.5,6582749.5,4,1.0,0.0,13.0,1.0,"POLYGON ((538000 6582500, 538000 6582999, 538499 6582999, 538499 6582500, 538000 6582500))",14.0
65,500mN6582500E538500,52714.753,0.0,3058.639,894.632,0.0,0.0,0.0,0.0,419,63,176.0,331.0,23.0,5.0,33.0,96.0,0.0,6.0,149,84,67,491,27,52,67,69,56,90,77,68,47,16,3,,53794.858,121365.378,,538749.5,6582749.5,3,8.0,1.0,55.0,1.0,"POLYGON ((538500 6582500, 538500 6582999, 538999 6582999, 538999 6582500, 538500 6582500))",64.0
66,500mN6582500E539000,23465.729,197.947,4122.201,209.474,0.0,0.0,0.0,1.0,470,161,153.0,478.0,59.0,5.0,48.0,98.0,0.0,5.0,156,73,112,611,28,54,93,73,74,105,119,52,43,46,31,,123303.816,70948.228,8303.648,539249.5,6582749.5,4,2.0,0.0,5.0,1.0,"POLYGON ((539000 6582500, 539000 6582999, 539499 6582999, 539499 6582500, 539000 6582500))",7.0
67,500mN6582500E539500,14081.361,599.565,3487.77,731.227,0.0,3.0,3.0,1.0,407,59,213.0,310.0,19.0,8.0,40.0,91.0,0.0,2.0,149,59,83,504,31,54,77,47,53,101,68,68,41,32,6,2583.903,136511.533,64974.296,6192.256,539749.5,6582749.5,5,5.0,0.0,14.0,1.0,"POLYGON ((539500 6582500, 539500 6582999, 539999 6582999, 539999 6582500, 539500 6582500))",19.0
68,500mN6582500E540000,54608.394,128.695,2842.95,449.859,0.0,1.0,0.0,1.0,403,38,72.0,371.0,36.0,8.0,25.0,77.0,0.0,2.0,92,55,74,390,76,45,51,56,59,59,79,45,36,44,7,1713.507,62397.443,113154.545,403.537,540249.5,6582749.5,5,3.0,0.0,3.0,1.0,"POLYGON ((540000 6582500, 540000 6582999, 540499 6582999, 540499 6582500, 540000 6582500))",6.0
69,500mN6582500E540500,11841.06,499.248,3413.615,269.865,0.0,0.0,0.0,0.0,300,17,111.0,197.0,35.0,3.0,11.0,90.0,0.0,0.0,73,47,60,331,15,36,50,34,39,56,46,56,30,7,3,,66666.401,112833.604,13303.166,540749.5,6582749.5,4,1.0,0.0,4.0,1.0,"POLYGON ((540500 6582500, 540500 6582999, 540999 6582999, 540999 6582500, 540500 6582500))",5.0
70,500mN6583000E535500,148636.482,50.824,1934.063,1498.151,0.0,0.0,0.0,2.0,93,3,3.0,68.0,25.0,0.0,0.0,37.0,0.0,0.0,28,12,16,91,4,5,11,11,10,14,21,8,9,4,3,,,64232.822,586.629,535749.5,6583249.5,3,1.0,0.0,2.0,1.0,"POLYGON ((535500 6583000, 535500 6583499, 535999 6583499, 535999 6583000, 535500 6583000))",3.0
71,500mN6583000E536000,51948.087,157.133,3065.976,1075.844,0.0,0.0,0.0,2.0,147,11,4.0,131.0,39.0,1.0,0.0,66.0,0.0,0.0,44,15,22,168,4,18,34,11,20,24,22,25,6,11,3,,26499.24,84823.388,65339.004,536249.5,6583249.5,4,1.0,0.0,16.0,1.0,"POLYGON ((536000 6583000, 536000 6583499, 536499 6583499, 536499 6583000, 536000 6583000))",17.0
72,500mN6583000E536500,161991.265,286.273,2285.607,5219.227,0.0,0.0,0.0,0.0,60,3,6.0,26.0,32.0,0.0,5.0,12.0,0.0,0.0,19,5,8,62,0,6,12,3,7,12,9,9,4,0,0,,25509.597,16723.144,37472.068,536749.5,6583249.5,4,1.0,0.0,6.0,1.0,"POLYGON ((536500 6583000, 536500 6583499, 536999 6583499, 536999 6583000, 536500 6583000))",7.0
73,500mN6583000E537000,141449.188,102.995,1951.194,4333.648,0.0,0.0,2.0,1.0,146,11,29.0,144.0,4.0,1.0,8.0,47.0,0.0,3.0,37,26,31,147,24,11,29,20,11,30,29,25,10,9,3,,39150.608,35957.946,,537249.5,6583249.5,3,0.0,0.0,5.0,1.0,"POLYGON ((537000 6583000, 537000 6583499, 537499 6583499, 537499 6583000, 537000 6583000))",5.0
74,500mN6583000E537500,37574.301,0.0,3809.733,342.823,0.0,0.0,0.0,0.0,451,61,124.0,322.0,106.0,6.0,35.0,106.0,0.0,2.0,136,77,90,524,16,46,76,58,60,85,96,63,37,29,6,5974.442,61740.956,117675.299,6.616,537749.5,6583249.5,5,4.0,0.0,5.0,1.0,"POLYGON ((537500 6583000, 537500 6583499, 537999 6583499, 537999 6583000, 537500 6583000))",9.0
75,500mN6583000E538000,17672.889,0.0,4785.856,431.804,2.0,2.0,0.0,1.0,437,107,199.0,360.0,79.0,4.0,42.0,132.0,0.0,7.0,128,82,93,594,26,70,88,71,99,101,76,65,47,27,3,1781.769,105012.966,96873.356,53.473,538249.5,6583249.5,5,8.0,1.0,21.0,1.0,"POLYGON ((538000 6583000, 538000 6583499, 538499 6583499, 538499 6583000, 538000 6583000))",30.0
76,500mN6583000E538500,9611.163,0.0,3875.591,832.405,0.0,14.0,3.0,0.0,574,111,233.0,340.0,166.0,4.0,51.0,98.0,0.0,17.0,189,96,94,689,30,86,90,84,111,116,93,73,61,30,0,,120367.846,73477.283,17157.185,538749.5,6583249.5,4,13.0,0.0,76.0,1.0,"POLYGON ((538500 6583000, 538500 6583499, 538999 6583499, 538999 6583000, 538500 6583000))",89.0
77,500mN6583000E539000,17141.906,0.0,4228.871,919.306,0.0,3.0,3.0,1.0,685,132,321.0,460.0,144.0,2.0,61.0,106.0,0.0,4.0,230,118,121,833,54,111,145,80,118,150,121,109,58,26,7,,86385.007,116386.25,8028.868,539249.5,6583249.5,4,17.0,0.0,69.0,1.0,"POLYGON ((539000 6583000, 539000 6583499, 539499 6583499, 539499 6583000, 539000 6583000))",86.0
78,500mN6583000E539500,7039.788,0.0,4057.049,187.735,0.0,0.0,0.0,0.0,518,74,198.0,378.0,72.0,10.0,42.0,137.0,0.0,3.0,170,77,80,607,28,65,102,60,77,119,76,73,47,29,9,,85695.242,133666.508,5972.835,539749.5,6583249.5,4,0.0,0.0,6.0,1.0,"POLYGON ((539500 6583000, 539500 6583499, 539999 6583499, 539999 6583000, 539500 6583000))",6.0
79,500mN6583000E540000,34770.32,510.465,3227.642,834.248,0.0,1.0,0.0,0.0,395,62,190.0,314.0,9.0,4.0,42.0,82.0,0.0,2.0,138,66,58,466,28,44,78,51,62,79,78,65,34,15,7,,51050.712,132662.461,188.249,540249.5,6583249.5,4,3.0,0.0,4.0,1.0,"POLYGON ((540000 6583000, 540000 6583499, 540499 6583499, 540499 6583000, 540000 6583000))",7.0
80,500mN6583000E540500,9950.84,787.61,4079.972,258.139,0.0,1.0,0.0,0.0,340,52,177.0,245.0,22.0,1.0,29.0,112.0,0.0,6.0,111,65,69,411,25,36,57,54,44,78,69,49,37,19,4,,100436.921,101295.714,1300.035,540749.5,6583249.5,4,2.0,0.0,2.0,1.0,"POLYGON ((540500 6583000, 540500 6583499, 540999 6583499, 540999 6583000, 540500 6583000))",4.0
81,500mN6583000E541000,64843.987,170.345,3037.285,1385.546,0.0,0.0,0.0,0.0,4,3,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3,0,0,4,0,0,0,0,3,0,0,0,3,0,0,,7064.009,30.369,160157.889,541249.5,6583249.5,4,0.0,0.0,10.0,1.0,"POLYGON ((541000 6583000, 541000 6583499, 541499 6583499, 541499 6583000, 541000 6583000))",10.0
82,500mN6583500E535000,207553.481,0.0,1841.632,0.0,0.0,0.0,0.0,0.0,39,0,3.0,26.0,12.0,2.0,0.0,14.0,0.0,0.0,13,0,9,36,3,4,3,6,0,6,9,4,7,3,0,,,27005.808,,535249.5,6583749.5,2,,,,,"POLYGON ((535000 6583500, 535000 6583999, 535499 6583999, 535499 6583500, 535000 6583500))",
83,500mN6583500E535500,215349.832,0.0,943.768,0.0,0.0,0.0,0.0,0.0,25,3,0.0,20.0,7.0,0.0,0.0,15.0,0.0,0.0,8,3,7,26,0,3,3,0,4,3,5,6,3,0,0,,,18506.256,,535749.5,6583749.5,2,0.0,0.0,0.0,1.0,"POLYGON ((535500 6583500, 535500 6583999, 535999 6583999, 535999 6583500, 535500 6583500))",0.0
84,500mN6583500E536000,154659.164,0.0,1526.663,627.811,0.0,0.0,0.0,0.0,141,0,5.0,110.0,39.0,1.0,2.0,56.0,0.0,0.0,41,23,27,139,9,9,20,12,25,21,22,23,16,3,3,,,70925.054,,536249.5,6583749.5,2,1.0,0.0,1.0,1.0,"POLYGON ((536000 6583500, 536000 6583999, 536499 6583999, 536499 6583500, 536000 6583500))",2.0
85,500mN6583500E536500,171250.167,0.0,2106.78,1078.426,0.0,0.0,0.0,0.0,257,17,0.0,36.0,253.0,1.0,4.0,96.0,0.0,1.0,99,42,30,212,58,23,45,33,29,49,46,27,24,12,0,9124.563,7790.684,21782.474,5932.702,536749.5,6583749.5,5,0.0,0.0,6.0,1.0,"POLYGON ((536500 6583500, 536500 6583999, 536999 6583999, 536999 6583500, 536500 6583500))",6.0
86,500mN6583500E537000,83773.78,0.0,2991.988,1401.92,0.0,1.0,6.0,1.0,379,31,8.0,362.0,92.0,0.0,8.0,90.0,0.0,1.0,119,50,42,415,24,43,72,40,48,59,67,41,53,39,4,,41198.75,99156.915,28359.515,537249.5,6583749.5,4,5.0,0.0,3.0,1.0,"POLYGON ((537000 6583500, 537000 6583999, 537499 6583999, 537499 6583500, 537000 6583500))",8.0
87,500mN6583500E537500,137004.673,0.0,3044.875,2960.042,0.0,0.0,0.0,1.0,299,33,17.0,309.0,56.0,5.0,5.0,64.0,0.0,1.0,97,42,52,341,27,37,46,33,52,53,43,46,41,27,5,,1708.503,77102.003,,537749.5,6583749.5,3,0.0,0.0,2.0,1.0,"POLYGON ((537500 6583500, 537500 6583999, 537999 6583999, 537999 6583500, 537500 6583500))",2.0
88,500mN6583500E538000,197064.152,0.0,1320.924,5299.691,0.0,0.0,0.0,0.0,32,3,17.0,23.0,0.0,0.0,1.0,12.0,0.0,0.0,10,4,7,37,0,3,7,3,6,4,10,6,0,0,0,,999.731,2654.25,,538249.5,6583749.5,3,3.0,0.0,0.0,1.0,"POLYGON ((538000 6583500, 538000 6583999, 538499 6583999, 538499 6583500, 538000 6583500))",3.0
89,500mN6583500E538500,149900.548,0.0,3290.427,3768.758,1.0,16.0,9.0,4.0,139,42,47.0,60.0,100.0,0.0,13.0,22.0,0.0,8.0,61,28,26,191,13,17,41,23,23,28,33,20,16,7,3,,21262.066,13010.144,20378.829,538749.5,6583749.5,4,21.0,0.0,28.0,1.0,"POLYGON ((538500 6583500, 538500 6583999, 538999 6583999, 538999 6583500, 538500 6583500))",49.0
90,500mN6583500E539000,68700.468,0.0,3253.335,1383.894,0.0,0.0,0.0,3.0,354,39,176.0,264.0,20.0,1.0,31.0,83.0,0.0,3.0,110,52,57,435,9,56,71,49,57,72,65,35,30,18,7,,28949.4,101061.834,34.989,539249.5,6583749.5,4,4.0,0.0,9.0,1.0,"POLYGON ((539000 6583500, 539000 6583999, 539499 6583999, 539499 6583500, 539000 6583500))",13.0
91,500mN6583500E539500,84553.018,0.0,4423.464,2122.46,0.0,2.0,0.0,0.0,272,22,103.0,219.0,19.0,2.0,18.0,80.0,0.0,3.0,87,37,46,320,12,30,52,31,35,58,38,42,38,14,9,,106327.74,23374.157,,539749.5,6583749.5,3,4.0,0.0,12.0,1.0,"POLYGON ((539500 6583500, 539500 6583999, 539999 6583999, 539999 6583500, 539500 6583500))",16.0
92,500mN6583500E540000,70953.638,0.0,3565.582,2185.781,0.0,0.0,1.0,1.0,422,84,193.0,317.0,32.0,3.0,37.0,65.0,0.0,4.0,151,59,83,461,27,58,56,54,95,89,83,52,30,16,9,,152081.797,1967.569,,540249.5,6583749.5,3,1.0,0.0,3.0,1.0,"POLYGON ((540000 6583500, 540000 6583999, 540499 6583999, 540499 6583500, 540000 6583500))",4.0
93,500mN6583500E540500,22632.785,625.268,4892.646,390.228,2.0,3.0,2.0,0.0,609,108,164.0,592.0,42.0,3.0,36.0,102.0,0.0,4.0,174,90,139,665,109,77,103,73,124,112,99,74,82,51,4,179.302,133455.547,68826.567,4932.091,540749.5,6583749.5,5,7.0,0.0,255.0,1.0,"POLYGON ((540500 6583500, 540500 6583999, 540999 6583999, 540999 6583500, 540500 6583500))",262.0
94,500mN6583500E541000,39965.404,393.442,3930.194,355.0,2.0,2.0,0.0,0.0,505,94,118.0,309.0,218.0,1.0,33.0,72.0,0.0,4.0,153,87,110,589,41,78,68,69,106,105,82,58,43,27,9,456.155,126433.483,,49608.284,541249.5,6583749.5,4,6.0,0.0,16.0,1.0,"POLYGON ((541000 6583500, 541000 6583999, 541499 6583999, 541499 6583500, 541000 6583500))",22.0
95,500mN6583500E541500,143487.813,1565.303,1646.155,1190.264,0.0,0.0,0.0,2.0,3,10,0.0,7.0,3.0,1.0,0.0,5.0,0.0,1.0,3,3,3,10,0,3,3,0,5,0,0,3,0,0,0,2879.958,6963.937,10705.125,31341.731,541749.5,6583749.5,5,2.0,0.0,8.0,1.0,"POLYGON ((541500 6583500, 541500 6583999, 541999 6583999, 541999 6583500, 541500 6583500))",10.0
96,500mN6584000E533500,80433.014,887.275,1360.934,203.366,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,101600.974,533749.5,6584249.5,2,1.0,0.0,0.0,1.0,"POLYGON ((533500 6584000, 533500 6584499, 533999 6584499, 533999 6584000, 533500 6584000))",1.0
97,500mN6584000E536000,157023.968,109.712,1074.702,674.369,0.0,0.0,0.0,0.0,464,61,0.0,0.0,566.0,0.0,12.0,1.0,0.0,4.0,192,83,57,446,99,128,38,58,213,54,35,20,16,4,0,,13412.923,18422.696,112.907,536249.5,6584249.5,4,1.0,0.0,5.0,1.0,"POLYGON ((536000 6584000, 536000 6584499, 536499 6584499, 536499 6584000, 536000 6584000))",6.0
98,500mN6584000E536500,129564.942,0.0,3078.781,907.721,0.0,0.0,7.0,0.0,822,188,0.0,3.0,1045.0,0.0,30.0,1.0,0.0,7.0,342,158,122,822,152,239,56,131,362,117,69,47,20,6,0,2472.267,54026.089,19617.83,9016.323,536749.5,6584249.5,5,3.0,0.0,26.0,1.0,"POLYGON ((536500 6584000, 536500 6584499, 536999 6584499, 536999 6584000, 536500 6584000))",29.0
99,500mN6584000E537000,102632.304,0.0,2638.238,1896.154,4.0,2.0,3.0,2.0,601,89,3.0,34.0,726.0,1.0,17.0,9.0,1.0,2.0,231,133,83,612,92,119,97,129,192,117,64,23,12,9,0,6652.008,38958.594,15200.743,58499.498,537249.5,6584249.5,5,4.0,0.0,16.0,1.0,"POLYGON ((537000 6584000, 537000 6584499, 537499 6584499, 537499 6584000, 537000 6584000))",20.0
100,500mN6584000E537500,179217.292,0.0,2432.289,5473.074,2.0,0.0,21.0,2.0,145,519,4.0,448.0,692.0,2.0,3.0,10.0,0.0,1.0,257,194,106,265,108,73,50,536,307,55,35,24,45,18,0,35673.321,31347.824,15850.35,5065.912,537749.5,6584249.5,5,3.0,0.0,46.0,1.0,"POLYGON ((537500 6584000, 537500 6584499, 537999 6584499, 537999 6584000, 537500 6584000))",49.0
101,500mN6584000E538000,125390.658,0.0,3231.673,3940.865,0.0,3.0,28.0,3.0,107,30,0.0,146.0,0.0,0.0,2.0,0.0,0.0,0.0,29,29,29,89,40,19,12,17,29,17,12,20,7,8,5,1395.897,6245.043,,49653.285,538249.5,6584249.5,4,4.0,0.0,27.0,1.0,"POLYGON ((538000 6584000, 538000 6584499, 538499 6584499, 538499 6584000, 538000 6584000))",31.0
102,500mN6584000E538500,101128.51,139.794,2542.682,1913.274,0.0,0.0,1.0,0.0,869,143,0.0,1094.0,0.0,0.0,12.0,0.0,0.0,0.0,166,138,258,613,331,104,94,121,143,171,139,112,106,92,12,6672.549,27836.157,,55383.757,538749.5,6584249.5,4,12.0,1.0,18.0,1.0,"POLYGON ((538500 6584000, 538500 6584499, 538999 6584499, 538999 6584000, 538500 6584000))",31.0
103,500mN6584000E539000,202902.651,848.971,2088.497,2228.376,0.0,0.0,1.0,2.0,246,79,0.0,349.0,0.0,0.0,5.0,0.0,0.0,0.0,45,42,78,204,113,28,30,39,51,43,46,31,41,33,7,8194.364,3533.602,,13680.988,539249.5,6584249.5,4,2.0,0.0,15.0,1.0,"POLYGON ((539000 6584000, 539000 6584499, 539499 6584499, 539499 6584000, 539000 6584000))",17.0
104,500mN6584000E540000,132088.642,0.0,3265.161,4239.553,0.0,0.0,0.0,0.0,296,128,0.0,465.0,0.0,0.0,4.0,0.0,0.0,0.0,62,58,128,295,127,34,47,50,93,66,40,66,40,22,7,37162.964,,,63736.158,540249.5,6584249.5,3,19.0,0.0,32.0,1.0,"POLYGON ((540000 6584000, 540000 6584499, 540499 6584499, 540499 6584000, 540000 6584000))",51.0
105,500mN6584000E540500,62424.24,0.0,2305.42,1674.134,8.0,51.0,6.0,0.0,129,46,0.0,189.0,0.0,0.0,5.0,0.0,0.0,0.0,34,24,38,110,66,12,17,19,29,30,16,22,30,12,3,16348.392,7751.455,,130342.975,540749.5,6584249.5,4,20.0,0.0,580.0,1.0,"POLYGON ((540500 6584000, 540500 6584499, 540999 6584499, 540999 6584000, 540500 6584000))",600.0
106,500mN6584000E541000,95765.037,1754.929,2945.095,3234.265,1.0,3.0,0.0,3.0,39,13,20.0,33.0,5.0,1.0,2.0,12.0,0.0,0.0,10,7,7,53,3,11,10,0,12,8,5,7,0,3,0,,32341.485,,60623.629,541249.5,6584249.5,3,9.0,0.0,160.0,1.0,"POLYGON ((541000 6584000, 541000 6584499, 541499 6584499, 541499 6584000, 541000 6584000))",169.0
107,500mN6584500E536000,139439.04,1138.883,1200.077,685.643,0.0,0.0,0.0,0.0,361,52,0.0,0.0,405.0,0.0,15.0,0.0,0.0,1.0,151,76,43,335,67,81,18,69,171,40,14,19,8,3,0,,20692.263,118.432,35954.963,536249.5,6584749.5,4,1.0,0.0,4.0,1.0,"POLYGON ((536000 6584500, 536000 6584999, 536499 6584999, 536499 6584500, 536000 6584500))",5.0
108,500mN6584500E536500,36202.457,0.0,2834.452,278.902,0.0,1.0,2.0,1.0,519,81,0.0,0.0,620.0,0.0,9.0,0.0,0.0,0.0,188,122,68,494,85,132,47,68,221,75,40,18,10,9,0,,8306.551,25754.589,137337.321,536749.5,6584749.5,4,3.0,0.0,24.0,1.0,"POLYGON ((536500 6584500, 536500 6584999, 536999 6584999, 536999 6584500, 536500 6584500))",27.0
109,500mN6584500E537000,48538.144,0.0,3980.49,610.938,0.0,4.0,7.0,0.0,0,7,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12885.133,2926.257,,190707.871,537249.5,6584749.5,4,6.0,0.0,37.0,1.0,"POLYGON ((537000 6584500, 537000 6584999, 537499 6584999, 537499 6584500, 537000 6584500))",43.0
110,500mN6584500E537500,128464.495,0.0,7721.963,3225.255,5.0,6.0,19.0,1.0,1402,1405,0.0,3023.0,189.0,0.0,21.0,0.0,0.0,4.0,511,360,835,1600,965,271,232,518,691,379,364,337,222,154,44,55847.184,118765.378,6865.594,19913.26,537749.5,6584749.5,5,45.0,0.0,95.0,1.0,"POLYGON ((537500 6584500, 537500 6584999, 537999 6584999, 537999 6584500, 537500 6584500))",140.0
111,500mN6584500E538000,169849.792,0.0,8391.745,4177.19,4.0,3.0,35.0,7.0,1564,499,0.0,2179.0,78.0,0.0,21.0,0.0,0.0,0.0,339,265,501,1237,780,232,209,248,430,281,266,209,189,161,32,25511.802,42960.199,546.16,8358.755,538249.5,6584749.5,5,36.0,0.0,264.0,1.0,"POLYGON ((538000 6584500, 538000 6584999, 538499 6584999, 538499 6584500, 538000 6584500))",300.0
112,500mN6584500E538500,148689.919,0.0,6929.798,2998.82,0.0,2.0,6.0,3.0,3116,735,0.0,3992.0,280.0,0.0,25.0,0.0,0.0,2.0,689,511,919,2550,1292,402,425,426,694,541,558,439,382,361,44,42808.874,87132.333,,27797.113,538749.5,6584749.5,4,33.0,0.0,78.0,1.0,"POLYGON ((538500 6584500, 538500 6584999, 538999 6584999, 538999 6584500, 538500 6584500))",111.0
113,500mN6584500E539000,135596.736,0.0,6556.939,2972.969,0.0,5.0,7.0,1.0,2515,670,0.0,3278.0,320.0,0.0,30.0,0.0,0.0,4.0,567,453,814,2097,1041,317,335,397,564,504,485,334,293,305,64,47528.089,78614.149,7401.902,43491.751,539249.5,6584749.5,5,31.0,0.0,457.0,1.0,"POLYGON ((539000 6584500, 539000 6584999, 539499 6584999, 539499 6584500, 539000 6584500))",488.0
114,500mN6584500E539500,117627.486,21.229,5411.895,2799.563,0.0,3.0,10.0,0.0,1825,534,0.0,2167.0,434.0,0.0,15.0,0.0,0.0,5.0,473,324,544,1685,647,246,251,327,437,379,323,181,222,208,27,48073.685,95922.825,,69797.117,539749.5,6584749.5,4,24.0,0.0,204.0,1.0,"POLYGON ((539500 6584500, 539500 6584999, 539999 6584999, 539999 6584500, 539500 6584500))",228.0
115,500mN6584500E540000,96912.205,110.69,2726.207,1231.637,3.0,0.0,1.0,0.0,997,217,0.0,1241.0,99.0,1.0,17.0,1.0,0.0,3.0,281,192,267,922,309,133,134,152,240,187,168,149,102,67,8,15684.294,2187.311,,150328.686,540249.5,6584749.5,4,9.0,0.0,25.0,1.0,"POLYGON ((540000 6584500, 540000 6584999, 540499 6584999, 540499 6584500, 540000 6584500))",34.0
116,500mN6584500E540500,35256.872,68.365,2563.955,379.213,22.0,0.0,0.0,0.0,668,240,11.0,958.0,32.0,1.0,27.0,10.0,0.0,2.0,167,132,199,718,178,104,83,78,197,131,109,125,124,43,7,24658.838,43660.215,,135056.172,540749.5,6584749.5,4,7.0,0.0,18.0,1.0,"POLYGON ((540500 6584500, 540500 6584999, 540999 6584999, 540999 6584500, 540500 6584500))",25.0
117,500mN6584500E541000,113817.911,1133.704,2806.59,3249.995,5.0,0.0,2.0,0.0,233,81,27.0,305.0,0.0,2.0,11.0,17.0,0.0,2.0,74,39,71,245,58,41,38,39,63,52,39,27,18,12,3,,25508.279,41104.832,41629.735,541249.5,6584749.5,4,6.0,0.0,21.0,1.0,"POLYGON ((541000 6584500, 541000 6584999, 541499 6584999, 541499 6584500, 541000 6584500))",27.0
118,500mN6584500E545000,111423.927,331.429,3148.443,907.327,0.0,0.0,0.0,0.0,3,0,3.0,0.0,0.0,2.0,19.0,53.0,0.0,2.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,589.055,88699.295,1007.496,,545249.5,6584749.5,4,2.0,0.0,2.0,1.0,"POLYGON ((545000 6584500, 545000 6584999, 545499 6584999, 545499 6584500, 545000 6584500))",4.0
119,500mN6585000E534500,62513.959,2143.485,2030.984,797.785,0.0,0.0,0.0,0.0,91,19,0.0,0.0,115.0,0.0,10.0,5.0,0.0,0.0,19,22,28,81,25,19,3,25,40,13,6,6,3,3,0,,,57704.023,23491.226,534749.5,6585249.5,3,3.0,0.0,90.0,1.0,"POLYGON ((534500 6585000, 534500 6585499, 534999 6585499, 534999 6585000, 534500 6585000))",93.0
120,500mN6585000E535000,179090.061,463.072,969.075,586.971,0.0,0.0,0.0,0.0,262,56,0.0,0.0,330.0,0.0,2.0,0.0,0.0,0.0,75,55,58,152,156,74,24,64,106,25,17,12,4,3,0,,2360.264,,23800.237,535249.5,6585249.5,3,9.333333333333334,0.0,19.666666666666668,3.0,"POLYGON ((535000 6585000, 535000 6585499, 535499 6585499, 535499 6585000, 535000 6585000))",29.0
121,500mN6585000E535500,143389.392,106.153,2019.764,1301.425,0.0,1.0,1.0,1.0,1115,305,0.0,387.0,1115.0,0.0,18.0,0.0,0.0,2.0,251,194,362,509,803,215,136,184,354,219,162,135,78,26,0,8679.796,45099.57,,2093.995,535749.5,6585249.5,4,9.333333333333334,0.0,19.666666666666668,3.0,"POLYGON ((535500 6585000, 535500 6585499, 535999 6585499, 535999 6585000, 535500 6585000))",29.0
122,500mN6585000E536000,109740.71,209.016,2855.505,2493.898,0.0,1.0,1.0,0.0,1533,313,0.0,1797.0,230.0,0.0,17.0,0.0,0.0,3.0,237,192,587,495,1247,216,195,182,344,279,265,288,166,86,6,34274.15,28956.607,,56880.648,536249.5,6585249.5,4,16.0,0.0,45.0,1.0,"POLYGON ((536000 6585000, 536000 6585499, 536499 6585499, 536499 6585000, 536000 6585000))",61.0
123,500mN6585000E536500,30627.399,0.0,2528.64,822.332,0.0,4.0,1.0,0.0,4,39,4.0,6.0,33.0,0.0,0.0,1.0,0.0,0.0,7,6,4,11,0,3,0,23,10,0,4,0,0,0,0,,,,214484.314,536749.5,6585249.5,2,2.0,0.0,20.0,1.0,"POLYGON ((536500 6585000, 536500 6585499, 536999 6585499, 536999 6585000, 536500 6585000))",22.0
124,500mN6585000E537000,80166.817,0.0,5991.903,1638.568,0.0,8.0,4.0,1.0,952,343,5.0,1435.0,0.0,1.0,13.0,0.0,0.0,0.0,179,191,345,828,474,143,112,157,258,182,175,162,110,119,22,,32505.677,35139.974,138764.024,537249.5,6585249.5,4,22.0,0.0,180.0,1.0,"POLYGON ((537000 6585000, 537000 6585499, 537499 6585499, 537499 6585000, 537000 6585000))",202.0
125,500mN6585000E537500,160501.559,0.0,6830.626,3417.135,0.0,11.0,9.0,2.0,2020,648,0.0,3010.0,79.0,0.0,33.0,0.0,0.0,0.0,448,371,757,1804,942,290,233,328,572,403,378,316,266,261,42,9722.825,124192.422,12729.526,6696.126,537749.5,6585249.5,5,52.0,1.0,339.0,1.0,"POLYGON ((537500 6585000, 537500 6585499, 537999 6585499, 537999 6585000, 537500 6585000))",392.0
126,500mN6585000E538000,147502.682,0.0,7712.316,2969.015,0.0,3.0,15.0,2.0,2318,726,0.0,3235.0,156.0,0.0,32.0,2.0,0.0,1.0,502,433,776,1824,1181,354,305,386,622,439,384,367,249,241,44,7715.385,141120.393,34083.264,,538249.5,6585249.5,4,47.0,0.0,169.0,1.0,"POLYGON ((538000 6585000, 538000 6585499, 538499 6585499, 538499 6585000, 538000 6585000))",216.0
